,Prev Close,Moving Average 5,Moving Average 10
426,-0.774671298834734,-0.7747392512202532,-0.7749445493884582
427,-0.774671298834734,-0.7747263263530455,-0.7749018549682779
428,-0.774671298834734,-0.7746797910412743,-0.7748410469648717
429,-0.7746196072188587,-0.7746694486438009,-0.7747685953727727
430,-0.7746196072188587,-0.7746694486438009,-0.7747013194630652
431,-0.774671298834734,-0.7746694486438009,-0.7746586250428849
432,-0.774671298834734,-0.774652823766684,-0.7746438373602638
433,-0.7745882071952855,-0.7746465412870405,-0.7746174055668921
434,-0.7745882071952855,-0.7746402588073971,-0.7746090859210868
435,-0.7745882071952855,-0.7746236339302802,-0.7746007662752815
436,-0.7745882071952855,-0.7745706417921663,-0.7745742472329771
